emp_id ,full_name,gender,dob,join_date,Department,job_title,manager_id,location,Status,salary,email,phone,employment_type,last_working_day
665, Preston Holmes ,Female,1983-02-23,2012-05-13,sales,Operations Lead,38, ,Active,88012.0,camachogregory@gmail.com,001-494-033-4393x032,Intern,
666, Alicia Cox ,Female,1998-04-25,2007-02-22,Engineering,Software Engineer,11,Hyderabad,Active,-1000.0,trujillokyle@yahoo,5216416956,Intern,
667, Christopher Mcdonald ,Male,1979-06-12,1983-12-25,Engineering,Software Engineer,21, ,,,carterkristina@garza-smith.com,001-329-795-1052x03826,,1989-09-16
668, Alexandria Butler ,Male,1967-10-20,1993-10-12,Sales,Software Engineer,29,Hyderabad,Active,-1000.0,kellyhughes@harper-washington.net,+1-450-071-3082x726,,
669, Mary Moore ,,1966-06-23,1998-06-13,  Engineering  ,HR Manager,44, ,Terminated,-1000.0,rmercado@hotmail.com,512-274-7719x83794,,2012-08-13
670, Chad Johnson ,Female,1966-02-20,1971-07-08,Sales,Finance Analyst,15,Bangalore,Resigned,,mgreene@shelton.com,(813)767-3518x1948,,1981-05-31
671, Bethany Miller ,,1988-02-28,2019-03-10,HR,HR Manager,7,Bangalore,,,katherinejackson@hotmail.com,007.437.5090x587,,2024-03-16
672, Edward Williams ,Female,2003-01-21,2016-09-20,Finance,Operations Lead,12,Hyderabad,,,mitchell09@conner.com,002-211-7085x1238,,2021-02-11
673, Laura Mcneil ,Male,1971-02-05,2013-06-28,HR,Software Engineer,24,Remote,Terminated,,cfisher@yahoo.com,994-402-4302x3731,Full-time,2024-03-22
674, Cheyenne Hall ,Male,2001-12-29,2020-09-22,  Engineering  ,,12, ,Resigned,-1000.0,timschmidt@hotmail.com,451.174.0486x10897,Intern,2020-11-19
675, Eric Adams ,,2001-01-19,2024-09-27,Engineering,Software Engineer,38,Chennai,Resigned,38348.0,vernonkelly@carr.net,(928)603-4634,Full-time,2024-11-27
676, Jeremiah Thompson Jr. ,,1978-10-26,2015-07-17,Sales,,42,Chennai,Terminated,-1000.0,,644-806-4486x59872,,2020-07-23
677, Rachel Grant ,,1969-06-25,1994-09-27,Operations,Operations Lead,41,Chennai,,58376.0,gailmitchell@anderson.org,447.770.6913x2562,,2000-09-03
678, Vernon Pena ,,1973-05-10,1990-02-01,sales,Finance Analyst,3, ,Resigned,55248.0,danielgarcia@hubbard.net,+1-017-834-5574,,2004-11-07
679, Victoria Hinton ,Male,1978-01-27,1986-02-12,HR,Sales Executive,23,Remote,Active,,wjohnson@gmail.com,755-701-9502x02495,,
680, Denise Atkins ,Male,1973-03-24,1978-09-04,HR,Finance Analyst,37,Remote,,-1000.0,steven90@yahoo.com,(769)896-3859x30940,Full-time,2009-02-05
681, Terry Mcdowell ,,1999-09-27,2008-10-07,Sales,HR Manager,6, ,Terminated,,salazardaniel@yahoo.com,176-791-5820,Contract,2015-07-31
682, Brian Walker ,Male,1982-02-19,2002-02-25,sales,HR Manager,1, ,Resigned,131834.0,woodwardryan@sanchez.com,(824)070-9605x6642,Intern,2004-12-04
683, Elijah Mendoza ,Male,2002-08-11,2006-09-26,Finance,Sales Executive,6,Hyderabad,Resigned,78598.0,ruben13@myers.net,(548)147-3514x342,Contract,2022-07-25
684, Jennifer Jackson ,,1980-05-21,2011-02-15,HR,Finance Analyst,23,Remote,Active,124351.0,benjaminwang@burke.org,(184)493-2708,,
685, Lisa Williams ,Female,1981-10-16,2008-04-08,Operations,,17,Chennai,Active,-1000.0,jadedaniels@hotmail.com,(445)131-9803x27169,Intern,
686, Cindy Carr ,Male,1974-06-11,1980-02-08,Sales,,22,Bangalore,Terminated,115702.0,sarahmartinez@cisneros-burke.com,+1-355-634-0393,Full-time,2012-01-11
687, Billy Hooper ,,1993-12-21,2013-02-19,Operations,Sales Executive,12,Remote,Active,61707.0,jonesbeth@peterson.com,+1-874-062-1556,Contract,
688, Kelli Tucker ,Female,1983-04-24,1995-08-29,Operations,Finance Analyst,40,Hyderabad,Resigned,-1000.0,,(902)495-0166x304,Intern,2025-03-06
689, Jeffrey Long ,Male,1980-07-08,1985-09-11,Operations,Software Engineer,19,Bangalore,Terminated,103061.0,amanda00@duncan.com,(454)054-6856x7164,,2001-07-28
690, Emily Griffith ,Female,1989-06-25,2021-07-30,Sales,Software Engineer,42,Bangalore,Active,101703.0,lambtiffany@butler.org,6529574924,Intern,
691, Maria Woodard ,Female,1968-09-04,1983-08-25,Operations,HR Manager,50,Remote,Active,-1000.0,steven73@harris.org,+1-471-720-7288x3561,Intern,
692, Jason Smith ,Male,1981-10-06,2018-11-07,Finance,,21,Hyderabad,Terminated,,jennifer85@gmail.com,0829882182,,2021-06-01
693, Mr. Nicholas Washington ,,1997-04-01,2017-09-07,Operations,Sales Executive,10,Bangalore,Resigned,140221.0,lisa61@sullivan-swanson.com,017.369.4222x545,Intern,2023-03-01
694, Michael Jimenez ,,1996-05-23,1999-12-04,Sales,HR Manager,28, ,,-1000.0,smoore@thomas-montes.com,4089995273,Contract,2010-06-23
695, Stephen Jackson ,Male,1987-03-22,2014-12-27,sales,Sales Executive,20, ,Resigned,-1000.0,crystallawson@hotmail.com,+1-281-205-8735x8445,,2025-01-15
696, Hector Spencer MD ,Female,1996-10-08,2022-07-02,HR,Sales Executive,44,Remote,Resigned,106704.0,cboyle@flores.com,(091)463-6908x825,Intern,2023-02-10
697, Jose Donovan ,,1983-09-09,1997-10-06,sales,Sales Executive,17,Chennai,Resigned,,luis08@gmail.com,977.785.0014,Intern,1998-02-13
698, Dr. Charles Johnson Jr. ,,2000-03-02,2008-04-23,HR,Operations Lead,41,Bangalore,Terminated,61626.0,jill29@moss-robinson.com,950-066-8383,Full-time,2016-01-29
699, Benjamin Ryan ,Male,1968-11-19,2008-05-23,Sales,HR Manager,27,Bangalore,,,chelsea45@beard-smith.com,001-787-545-8328,Contract,2014-02-18
700, David Smith ,,1979-09-20,2007-02-06,Operations,,46,Bangalore,Active,55657.0,fbullock@yahoo.com,+1-351-179-1783x97946,,
701, Tanya Garza ,Female,1996-03-13,2016-11-22,Finance,Finance Analyst,44,Bangalore,Terminated,127574.0,matthewhill@gmail.com,671-235-8354x23153,Contract,2023-06-18
702, James Whitaker ,Female,1968-01-23,1968-01-25,Finance,,28,Bangalore,,112590.0,jonespatricia@gmail.com,625-471-4493,,2022-12-24
703, Carrie Randall ,,1969-07-12,2014-09-02,  Engineering  ,Finance Analyst,40, ,Resigned,96504.0,bradleywood@hotmail.com,001-697-890-6302,Intern,2018-04-29
704, Andrew Jackson ,Female,1967-03-22,2022-05-29,Engineering,Sales Executive,3,Bangalore,,,shirley31@owens.com,(467)323-8118x18066,Intern,2022-12-09
705, Shannon Lewis ,Female,1994-06-10,2005-08-03,HR,Finance Analyst,24,Hyderabad,Resigned,85247.0,wmoss@hotmail.com,001-425-538-2170,Full-time,2019-07-23
706, Alison Wilson ,Female,1983-08-02,2017-11-06,Operations,Software Engineer,50, ,Resigned,-1000.0,torreszachary@anderson.info,652-417-5718x50445,Contract,2018-07-27
707, Adrian Bryant ,,1985-06-23,2020-03-17,HR,Sales Executive,10,Chennai,Resigned,,cindy55@miller.com,+1-308-014-3695x68814,,2024-06-28
708, Juan Glover ,Male,1988-11-18,1997-03-04,Finance,,4,Remote,Resigned,,anna38@yahoo.com,354-567-1508x8956,Contract,2023-12-23
709, Randy Webster ,,1996-05-02,2003-09-23,Finance,Operations Lead,36,Hyderabad,,128875.0,hendrickssteven@hotmail.com,(683)116-9504x58803,Full-time,2008-09-07
710, Gina Parker ,Female,1978-05-17,2006-12-06,HR,Sales Executive,9,Bangalore,Active,-1000.0,carterbrian@yahoo.com,754.729.4272x071,,
711, Felicia Allen ,,1968-03-01,2006-10-30,HR,Finance Analyst,44,Hyderabad,,-1000.0,manuelpitts@white.info,(983)883-8841,Contract,2007-01-30
712, Sierra Molina ,Female,1984-12-17,1995-03-27,Sales,Operations Lead,43, ,Resigned,66679.0,smithwilliam@yahoo.com,001-882-279-2971x76179,Intern,2003-03-14
713, Gary Henderson ,Male,1972-11-04,2007-06-23,sales,HR Manager,40,Bangalore,Terminated,98686.0,arnoldadriana@mays.com,243.642.6557x0927,Contract,2008-10-17
714, John Rasmussen ,,1993-12-02,2018-12-22,HR,Software Engineer,14,Bangalore,Active,,ksmith@gmail.com,001-465-035-9479,Full-time,
715, Shawn Holmes ,Male,1973-10-07,2019-11-14,Sales,Finance Analyst,29,Bangalore,Active,,luisarcher@yahoo.com,+1-886-615-1525x420,,
716, Randy Hendricks ,,1972-02-25,2019-05-10,HR,,50,Bangalore,Terminated,,shermanjonathan@gmail.com,+1-460-184-2984x826,Full-time,2020-12-01
717, Amy Hernandez ,Female,2003-01-25,2010-02-22,Operations,Software Engineer,2,Chennai,Resigned,-1000.0,kristen30@yahoo.com,001-970-221-6586x9428,Intern,2022-07-29
718, Chad Kim ,,1994-04-04,2024-06-13,  Engineering  ,Sales Executive,25,Bangalore,,77425.0,andrewkrueger@hopkins.com,752.145.9446,Intern,2024-08-25
719, Lisa Jordan ,,1996-02-17,2019-07-18,HR,Operations Lead,29,Hyderabad,Active,,jrichards@saunders.org,3016022800,Contract,
720, Gerald Nash ,Female,1994-10-03,2003-05-02,Engineering,,39,Chennai,Active,,vsmith@yahoo.com,001-634-140-6776,Full-time,
721, Peter Martinez ,,1979-08-14,2005-02-23,Engineering,Finance Analyst,39, ,,-1000.0,joanna12@hotmail.com,(131)444-5061,Contract,2018-10-20
722, Tracy Lamb ,Male,1997-04-10,2012-04-08,Engineering,Finance Analyst,31,Remote,,122898.0,xsmith@yahoo.com,001-290-343-6661x396,Contract,2025-01-04
723, Victoria Murphy ,Female,1991-06-04,2007-01-19,HR,Operations Lead,16,Hyderabad,Terminated,-1000.0,ihill@yahoo.com,888.010.6594x11600,,2011-10-25
724, Mary Hines ,Male,1991-10-25,2007-09-09,Engineering,Operations Lead,37, ,Resigned,33145.0,michael13@yahoo.com,+1-418-815-4000x43992,Contract,2008-08-28
725, Joseph Nixon ,,1969-03-19,1974-03-10,sales,Sales Executive,38, ,Terminated,90586.0,dmoore@house-bell.com,651-703-4153x5279,Full-time,2020-08-30
726, Monique Adams ,Male,1972-10-23,1975-05-24,HR,Software Engineer,30,Hyderabad,Resigned,143818.0,daniel60@hotmail.com,7693239320,Contract,1998-02-13
727, David Fowler ,,1990-09-13,2011-02-19,sales,,23,Hyderabad,Resigned,-1000.0,lindseymcdowell@gmail.com,001-083-751-7893x823,Intern,2022-11-03
728, Peter Todd ,Male,1996-12-25,2025-01-12,HR,Software Engineer,41,Remote,Terminated,126855.0,zshaw@cline.info,430.621.0328x073,Intern,2025-03-14
729, Deborah Johnson ,Female,1997-05-20,2018-09-11,Operations,Finance Analyst,24,Hyderabad,,,melissaflynn@gmail.com,(933)821-7097,,2024-02-20
730, Tracie Dunn ,Female,1981-07-06,1998-11-28,  Engineering  ,,35,Bangalore,,130188.0,karenolsen@levine-miller.info,001-507-076-0074x98908,,2013-05-08
731, Todd Harris ,,1979-12-16,2004-05-18,HR,Sales Executive,27,Remote,Active,138591.0,ugonzalez@hotmail.com,498.159.9497,Full-time,
732, Mr. Marcus Lopez ,Female,1966-06-17,2000-08-04,sales,HR Manager,14,Hyderabad,Active,88011.0,lindsey69@hotmail.com,163-177-3155x0154,,
733, Katherine Vega ,Female,1978-10-22,1984-08-27,Finance,,46,Hyderabad,Active,118630.0,arianawilson@yahoo.com,(594)381-5643x6566,Full-time,
734, George Sharp ,,1998-06-10,2024-11-10,Sales,,18, ,Resigned,138451.0,lorigregory@hotmail.com,688-038-9991x4038,Intern,2025-03-10
735, Leroy Hart ,,1973-07-23,2007-11-12,Sales,Sales Executive,37,Chennai,Active,,francisco59@martin-griffith.com,001-946-503-8943,Full-time,
736, Emily Fowler ,Male,1989-10-25,2006-01-11,Finance,Finance Analyst,13,Hyderabad,Active,54964.0,anthonyquinn@yahoo.com,(784)800-9926,,
737, Mr. Robert Moore ,,2001-11-10,2017-04-24,Finance,Sales Executive,3, ,Active,30240.0,jamesjohnson@contreras-webb.org,709-052-9523x129,Contract,
738, Katelyn Warren ,Male,1975-03-19,1977-08-15,Finance,Finance Analyst,6,Hyderabad,Terminated,-1000.0,simmonsmarisa@johnson.com,7395427875,Contract,2009-01-13
739, Mary Miller ,Female,1979-01-01,2013-12-23,HR,Operations Lead,40, ,,144149.0,andrademeghan@miller.com,+1-689-716-0678x0477,,2019-08-20
740, Kimberly Mooney ,Male,1970-02-05,2018-07-18,sales,Finance Analyst,28,Bangalore,Terminated,-1000.0,douglas20@gmail.com,+1-809-837-2742x614,Full-time,2023-12-03
741, Bridget Bauer ,Female,1995-06-06,2024-11-30,Finance,Software Engineer,26,Remote,,-1000.0,reynoldsanthony@yahoo.com,+1-677-760-5104x68890,Contract,2025-03-05
742, Timothy Rollins ,,1968-02-27,2003-03-09,Finance,Sales Executive,27,Hyderabad,Active,,ghoward@wells.com,(822)934-7752x231,,
743, Evan Hill ,Male,1981-10-04,2020-09-01,Finance,Finance Analyst,34,Hyderabad,Resigned,,nicholasshields@yahoo.com,466-665-4644,,2025-01-25
744, Ryan Blake ,,1985-02-09,2006-09-06,HR,Operations Lead,32,Hyderabad,Terminated,55819.0,jasmine46@stone-norris.com,+1-147-309-2498,Full-time,2020-06-10
745, Nathan Porter ,Female,1970-12-13,1999-03-25,sales,,3,Bangalore,Active,-1000.0,timothygonzalez@hotmail.com,289-494-3975,Full-time,
746, Robert Myers ,Female,1968-12-23,2016-07-10,Sales,,31,Hyderabad,Resigned,-1000.0,,(701)692-4485x41606,,2018-10-08
747, Jill Nelson ,Male,1971-11-23,2002-02-27,Finance,Finance Analyst,42, ,Resigned,72170.0,nicholspatricia@hotmail.com,158.540.0644,Contract,2017-09-16
748, Sandra Martinez ,,1974-08-31,2007-02-10,Finance,Software Engineer,39,Chennai,Active,,williamsadriana@moore.com,+1-514-288-9016x4247,Contract,
749, Jose Alvarado ,Male,1974-02-22,2015-03-28,HR,HR Manager,1, ,Terminated,-1000.0,gbenson@moore.com,893-469-6461x3417,,2016-03-03
750, Victoria Frost ,,1987-09-05,1995-12-28,  Engineering  ,Software Engineer,10,Chennai,Terminated,,llopez@thornton.com,640-704-0082x210,Contract,2008-07-13
751, Michael Taylor ,,2001-02-06,2008-07-26,  Engineering  ,Operations Lead,17,Remote,Active,81012.0,christophertaylor@gray.biz,001-466-797-3160x31835,Full-time,
752, Gabriel Meyer ,Female,1973-01-08,2004-02-17,Finance,Sales Executive,17,Hyderabad,Active,,tonyboyle@gmail.com,(891)247-4889x4725,Contract,
753, Stephanie Carney ,Female,1998-12-21,2006-07-31,Operations,Finance Analyst,48,Bangalore,Active,-1000.0,nwallace@pope.net,001-298-171-5294x406,Contract,
754, John Perez ,Male,1978-01-31,1984-12-02,Operations,Software Engineer,5,Hyderabad,Active,42952.0,jeffreyfowler@yahoo.com,+1-863-744-5990,Full-time,
755, Jennifer Hendricks ,,1972-04-28,1984-01-24,Operations,HR Manager,45,Hyderabad,Resigned,88468.0,woodsgrant@jones.com,(729)648-2389x32632,Contract,1993-08-28
756, Allison Stevenson ,,1996-12-10,2006-09-30,Operations,Finance Analyst,3,Bangalore,,,slong@lester-jackson.biz,001-996-413-5269x502,Contract,2022-04-16
757, Jennifer Ewing ,,1995-04-18,2015-05-09,Sales,Operations Lead,12,Chennai,,-1000.0,stewartjoshua@gmail.com,(313)430-5841x04402,Full-time,2019-06-24
758, Deborah Warner ,,1974-11-09,2022-08-12,  Engineering  ,Finance Analyst,11, ,Terminated,-1000.0,mathissteven@yahoo.com,001-886-607-1380x766,,2024-04-12
759, Kathleen Sparks ,Female,2002-01-07,2005-05-05,Engineering,Operations Lead,15,Bangalore,Terminated,-1000.0,john86@berry-anderson.net,(445)973-9116x3748,Intern,2021-06-09
760, Nicole Scott ,Female,1970-08-25,2000-04-24,  Engineering  ,Finance Analyst,47,Bangalore,,,lindsayvincent@friedman-leach.org,+1-664-009-2699x907,Intern,2023-02-09
761, Julie Burns ,Female,1979-08-09,2014-02-26,Operations,Software Engineer,37,Hyderabad,Terminated,-1000.0,,635-943-8675x262,Full-time,2014-09-25
762, Roger Woodward ,Male,1990-02-14,1994-06-12,sales,HR Manager,9,Remote,Terminated,,,4051760317,Intern,2006-10-18
763, Mrs. Jessica Petersen ,Female,1997-06-26,1999-02-18,HR,Finance Analyst,47,Chennai,Terminated,143342.0,david00@chapman-carter.info,579.822.0916x618,Full-time,2017-10-15
764, Edward Washington ,Male,1988-02-03,2012-03-03,Finance,Software Engineer,23, ,,,bclay@yahoo.com,001-649-750-8890x75569,Full-time,2016-02-15
765, Robin Gonzales ,,1969-05-18,1981-04-28,HR,Software Engineer,46,Remote,,-1000.0,leeashley@porter.com,812.688.9029x96641,Full-time,2000-02-09
766, Robert Hansen ,Male,1989-01-04,2019-05-22,sales,Finance Analyst,11,Remote,,79898.0,alexander31@gmail.com,+1-659-989-6986,Intern,2021-11-20
767, Christopher Johnson ,,1969-11-06,1999-08-08,  Engineering  ,,36, ,Terminated,,washingtonkyle@yahoo.com,246.945.0943x50943,Intern,2020-01-02
768, Kristen Nichols ,Male,1970-08-03,2001-07-13,Sales,Finance Analyst,2, ,,57121.0,,144.829.9123x585,Contract,2003-11-04
769, Felicia Galloway ,Male,1965-10-19,2008-02-14,sales,,34, ,Resigned,-1000.0,stephanie24@yahoo.com,042-067-9690x9839,,2015-01-10
770, Marilyn Monroe ,Female,1966-04-26,2002-11-20,Finance,Software Engineer,27,Hyderabad,,-1000.0,wumark@dominguez.biz,802.803.3019,Contract,2005-09-21
771, John Mccoy ,Male,2002-12-28,2024-07-17,HR,Operations Lead,14,Remote,Active,-1000.0,warrensteven@snow.com,001-074-154-3118x95586,Intern,
772, Richard Forbes ,,2001-10-27,2003-10-17,HR,Finance Analyst,25,Hyderabad,Active,-1000.0,stevenhill@gmail.com,4623943035,Full-time,
773, Jessica Harper ,Male,1974-03-26,1978-03-09,  Engineering  ,Finance Analyst,20,Chennai,Resigned,-1000.0,juliacharles@gmail.com,778-124-1211x29204,Contract,1994-08-17
774, Ann Moore ,Male,1979-05-29,1983-05-22,  Engineering  ,HR Manager,37, ,Resigned,-1000.0,jfuentes@hines.com,2505328870,Intern,2005-07-25
775, James Duncan ,Female,1997-01-25,2011-07-11,HR,Software Engineer,4,Chennai,Active,-1000.0,hunterdakota@knox.com,(664)139-9276x896,Intern,
776, Christina Matthews ,Male,1986-04-23,1986-12-02,Operations,Finance Analyst,13, ,Resigned,-1000.0,joycemary@thomas.com,353-257-9727x708,Contract,2006-06-06
777, Mr. Gabriel Booth ,Female,1992-09-04,2002-06-20,Finance,Operations Lead,38,Bangalore,Terminated,30016.0,richard19@cortez-barrera.com,001-767-378-9653x097,Full-time,2020-01-11
778, Claudia Weaver ,,1978-09-08,2004-03-23,  Engineering  ,Software Engineer,46,Chennai,Terminated,139737.0,steve36@hotmail.com,001-924-008-4473x59646,Full-time,2015-02-19
779, Rebecca Peterson ,,1964-09-10,1983-03-24,Sales,HR Manager,38,Bangalore,Active,148273.0,aanderson@cole.info,372-871-0935x509,Intern,
780, Michelle Lawson ,Female,1999-08-14,2012-07-13,Finance,Sales Executive,50, ,Active,-1000.0,cmcdonald@gmail.com,(457)095-8639,Contract,
781, Michael Nicholson ,Female,1995-12-22,2007-12-02,HR,,28,Hyderabad,,-1000.0,mccoypaul@yahoo.com,001-648-405-6340x325,Contract,2018-04-02
782, Brian Payne ,Male,1998-09-13,2021-12-10,Finance,Operations Lead,36, ,Resigned,73594.0,russelledward@patterson.biz,9150577340,Intern,2024-09-23
783, Lisa Wagner ,,1971-06-24,1995-07-10,HR,Software Engineer,20,Hyderabad,Active,66289.0,andersondakota@gmail.com,001-887-838-3277,Contract,
784, Devin Roach ,,1987-02-24,2023-04-17,Finance,HR Manager,10, ,Terminated,,deckeramanda@patrick-sanchez.com,(529)667-0407x9075,Contract,2024-01-08
785, Vincent Mckenzie ,,1968-05-19,2003-03-10,HR,Operations Lead,4,Hyderabad,Active,-1000.0,halesophia@gmail.com,626-984-2279,Full-time,
786, Keith Benson ,Male,1970-04-18,2001-07-06,sales,,29, ,Active,-1000.0,rossjeffrey@gmail.com,3144675764,Full-time,
787, Linda Williams ,,1980-12-28,2024-12-15,Sales,Operations Lead,1,Hyderabad,,-1000.0,bradmartin@gmail.com,(651)689-3044,Intern,2024-12-23
788, Zachary Medina ,Female,1975-02-13,2001-01-18,Engineering,Software Engineer,33,Hyderabad,Active,114569.0,robert57@johnson.com,+1-723-019-7979x4264,,
789, Michelle Kelly ,Male,1974-12-29,2016-09-03,Finance,Software Engineer,16,Bangalore,Resigned,-1000.0,jesus60@cruz.info,514.730.4666x627,Contract,2024-11-01
790, James Edwards ,,1992-06-27,2002-06-28,  Engineering  ,HR Manager,18,Chennai,,,adalton@gmail.com,935-528-5175x45824,Full-time,2003-12-29
791, Michael White ,Male,1974-10-23,2013-09-23,Operations,Sales Executive,12,Remote,,78707.0,brandynelson@johnson.com,614-216-6652,Intern,2019-04-25
792, Meredith Hudson ,,1995-03-04,2016-11-14,Finance,,4,Chennai,,88786.0,robert23@mason.com,509-116-2870,Intern,2019-06-04
793, Tina Mercer ,,1973-04-10,1982-12-06,HR,HR Manager,20,Chennai,,,alyssa07@gmail.com,001-862-603-5824x2705,Contract,2018-04-25
794, Brittany Smith ,,1981-08-06,2014-07-19,  Engineering  ,Sales Executive,35,Chennai,,,michellewatson@young.com,1643993583,,2024-12-24
795, Edward Lopez ,Female,1985-10-06,2022-06-18,sales,Operations Lead,48, ,Resigned,91016.0,danielmoss@wright.com,153-179-1129x5207,Intern,2022-11-10
796, Matthew Williams ,Female,1993-05-03,1997-05-05,HR,Software Engineer,45,Hyderabad,Resigned,,smithjohn@keller.com,6692838610,Intern,2021-04-12
797, Mr. Robert Smith ,,1987-07-12,2018-10-22,Engineering,HR Manager,5, ,,91029.0,,001-338-360-0028x256,Full-time,2021-07-23
798, Sandra Robinson ,,2000-06-28,2002-12-31,Sales,Finance Analyst,1,Remote,Resigned,-1000.0,deleonmichael@johnson.com,709-959-4312,Full-time,2025-02-13
799, Charles Clark ,,1986-12-12,1987-06-02,Sales,Sales Executive,13,Remote,Resigned,-1000.0,rbrown@gray.org,970-712-8546,,1992-11-25
800, Robert Scott ,,1991-01-30,2012-06-16,Sales,,2,Hyderabad,,-1000.0,burtonmegan@hotmail.com,(289)984-0982x33527,Full-time,2024-03-31
801, Charles Williamson ,,1965-07-25,2018-08-19,HR,Operations Lead,47,Chennai,Active,-1000.0,valentinemichelle@yahoo.com,919.339.4986x314,Intern,
802, Katelyn Hall ,,1999-05-22,2021-12-18,Engineering,,30,Bangalore,Terminated,122068.0,mariowalters@hotmail.com,462.514.6026x329,Intern,2024-07-12
803, Rodney Morris ,Female,1993-06-23,1998-08-06,  Engineering  ,,46,Hyderabad,Active,38801.0,denniselaine@ellis.biz,375.586.0642x37605,,
804, Michelle Carpenter ,Male,1981-10-23,2002-06-21,Operations,HR Manager,30,Remote,,,trhodes@espinoza.com,899-178-9791x072,,2012-07-10
805, Amber Barrett ,Male,1995-01-29,2022-03-29,Sales,Finance Analyst,34, ,Terminated,-1000.0,claudiajones@smith-ruiz.info,6264520895,Full-time,2025-01-03
806, Lance Delgado ,Female,1982-01-09,1999-07-10,  Engineering  ,Software Engineer,12,Bangalore,,-1000.0,,849-082-1364,Contract,2007-02-28
807, Karen Baird ,Female,1973-05-27,2012-04-20,HR,Finance Analyst,26, ,,112770.0,jeff70@yahoo.com,417.487.5049,,2023-07-24
808, Jared Walker ,,1988-10-06,1994-09-23,sales,,5,Bangalore,Terminated,,martindonald@gmail.com,(513)627-0906,Full-time,2019-08-04
809, Kendra Dunn ,,1978-10-11,1983-07-13,  Engineering  ,Finance Analyst,12,Hyderabad,Active,,psparks@gmail.com,+1-833-194-5789x645,Contract,
810, Wendy Stone ,,1996-07-19,2013-06-07,HR,Operations Lead,15,Remote,Terminated,129367.0,xcarpenter@yahoo.com,001-470-098-0532x792,,2019-08-27
811, Lisa Davenport ,,1971-07-26,2023-08-28,sales,Finance Analyst,37,Chennai,,72424.0,michaelanderson@moody-bell.com,332-808-8854x955,,2025-02-20
812, Bruce Welch ,Male,1981-09-29,1991-08-19,Sales,Software Engineer,30, ,Resigned,,victoria25@bennett.com,663-009-7533,Contract,2002-01-02
813, Mrs. Kayla Sweeney ,,1964-05-11,2020-05-31,Finance,,39,Chennai,,69427.0,danielle11@stevens-moore.com,971.179.5230x53025,,2022-08-11
814, Dr. Donna Robinson ,Female,1993-08-28,1998-07-29,sales,Sales Executive,25,Bangalore,Terminated,135970.0,whitakerdiamond@vasquez.biz,2500023442,,2003-10-31
815, Stephanie Gonzalez ,Male,1972-01-20,1991-04-24,Operations,Operations Lead,44,Chennai,Resigned,,nicoleburch@lambert.com,0501027110,Full-time,1998-09-06
816, Heather Brown ,Male,1972-02-03,2013-04-24,Engineering,Software Engineer,14,Hyderabad,Active,,kmarshall@young.com,+1-097-840-0356x411,Contract,
817, Danny Duffy ,,1997-08-25,2023-05-04,Sales,,2,Hyderabad,,,dixonmaureen@garrett.com,702.898.1752,Full-time,2024-09-22
818, Jason Anderson ,,1966-07-13,1998-05-26,HR,Sales Executive,24, ,Active,,elliscrystal@french.net,656-448-5136x1590,Full-time,
819, Stephanie Walker ,,1998-06-30,2019-07-29,HR,HR Manager,10, ,Resigned,82629.0,henry48@gmail.com,001-625-163-9706x05104,Intern,2024-10-08
820, Denise Neal ,,2002-05-14,2008-08-25,Operations,Operations Lead,23,Hyderabad,Resigned,130693.0,xcampbell@yahoo.com,001-767-614-8807x17254,Full-time,2016-04-07
821, Joel Harding ,Female,1990-01-29,2021-07-16,HR,Sales Executive,38, ,,,monica38@hotmail.com,435-604-4234x79017,Intern,2023-06-11
822, Edward Yates ,Female,1979-06-14,1981-09-06,Sales,Finance Analyst,30,Chennai,,55513.0,mcdowellamanda@yahoo.com,(020)722-1101,,2009-09-06
823, Jonathan Schmidt ,Female,1979-11-03,2013-05-31,Engineering,Sales Executive,42,Chennai,Active,-1000.0,brandiespinoza@yahoo.com,001-193-824-0086x06214,Intern,
824, Terry Castillo ,,1968-08-22,1975-12-21,Operations,Sales Executive,26, ,,130886.0,wilsoncarrie@gmail.com,001-615-903-4021x89506,Intern,2000-07-23
825, Theresa Smith ,Male,1966-06-27,2005-12-07,Finance,Operations Lead,39,Hyderabad,Terminated,,kristin46@yahoo.com,290-969-0997,,2022-05-11
826, Debbie Miller ,Male,2002-02-15,2023-05-19,Sales,Operations Lead,31, ,,-1000.0,beckermark@holt.com,001-541-608-9924x063,,2024-04-22
827, Amanda Schwartz ,Female,1988-11-24,2016-12-03,Sales,Operations Lead,8,Hyderabad,Resigned,30745.0,toddjones@buchanan.com,001-050-471-5145,,2021-01-04
828, Michael Hickman ,Female,1978-04-08,2010-02-28,HR,,33,Hyderabad,Resigned,116140.0,laurie24@yahoo.com,148-614-8170,Contract,2017-06-05
829, Natasha Mata ,Male,2001-09-29,2010-05-13,Operations,Finance Analyst,48,Chennai,Terminated,,veronica29@greer.com,216.738.5272x0104,Full-time,2024-08-04
830, Sarah Miller ,,1982-12-13,2017-01-28,Operations,Sales Executive,35,Remote,,,stephanie72@hotmail.com,+1-848-321-3379x91814,,2017-11-01
831, Michael Guerrero ,Male,1971-10-21,1972-03-21,Finance,,19,Hyderabad,Terminated,134756.0,,+1-097-091-8078,Intern,1992-10-07
832, John Castro ,,2000-12-06,2014-08-23,HR,Software Engineer,6,Remote,Active,-1000.0,richardsstephanie@yahoo.com,369-700-7049,,
833, John Allen ,Female,1973-04-07,1999-08-26,HR,,31,Chennai,Terminated,42579.0,,0548169130,Intern,2014-12-06
